"Participant","LQ_dominance_1","LQ_dominance_2","LQ_dominance_3","LQ_dominance_4","LQ_dominance_5","LQ_acquisition_1","LQ_acquisition_2","LQ_acquisition_3","LQ_acquisition_4","LQ_acquisition_5","LQ_exp_lang_1","LQ_exp_lang_2","LQ_exp_lang_3","LQ_exp_lang_4","LQ_exp_lang_5","LQ_pcibex_log_exp_pct_1","LQ_pcibex_log_exp_pct_2","LQ_pcibex_log_exp_pct_3","LQ_pcibex_log_exp_pct_4","LQ_pcibex_log_exp_pct_5","LQ_read_lang_1","LQ_read_lang_2","LQ_read_lang_3","LQ_read_lang_4","LQ_read_lang_5","LQ_pcibex_log_read_pct_1","LQ_pcibex_log_read_pct_2","LQ_pcibex_log_read_pct_3","LQ_pcibex_log_read_pct_4","LQ_pcibex_log_read_pct_5","LQ_speak_lang_1","LQ_speak_lang_2","LQ_speak_lang_3","LQ_speak_lang_4","LQ_speak_lang_5","LQ_pcibex_log_speak_pct_1","LQ_pcibex_log_speak_pct_2","LQ_pcibex_log_speak_pct_3","LQ_pcibex_log_speak_pct_4","LQ_pcibex_log_speak_pct_5","LQ_culture_1","LQ_pcibex_log_culture_rating_1","LQ_culture_2","LQ_pcibex_log_culture_rating_2","LQ_culture_3","LQ_pcibex_log_culture_rating_3","LQ_culture_4","LQ_pcibex_log_culture_rating_4","LQ_culture_5","LQ_pcibex_log_culture_rating_5","LQ_pcibex_log_formal_education_years","LQ_edu_other_text","LQ_current_residence_country","LQ_immigration_country_1","LQ_pcibex_log_immigration_time_1","LQ_immigration_country_2","LQ_pcibex_log_immigration_time_2","LQ_immigration_country_3","LQ_pcibex_log_immigration_time_3","LQ_pcibex_log_eng_age_began_acquiring","LQ_pcibex_log_eng_age_became_fluent","LQ_pcibex_log_eng_age_began_reading","LQ_pcibex_log_eng_age_became_fluent_reading","LQ_pcibex_log_eng_country_years","LQ_pcibex_log_eng_country_months","LQ_pcibex_log_eng_family_years","LQ_pcibex_log_eng_family_months","LQ_pcibex_log_eng_schoolwork_years","LQ_pcibex_log_eng_schoolwork_months","LQ_pcibex_log_eng_proficiency_speaking","LQ_pcibex_log_eng_proficiency_understanding","LQ_pcibex_log_eng_proficiency_reading","LQ_pcibex_log_eng_learning_friends","LQ_pcibex_log_eng_learning_self","LQ_pcibex_log_eng_learning_family","LQ_pcibex_log_eng_learning_tv","LQ_pcibex_log_eng_learning_reading","LQ_pcibex_log_eng_learning_radio","LQ_pcibex_log_eng_exposure_friends","LQ_pcibex_log_eng_exposure_radio_music","LQ_pcibex_log_eng_exposure_family","LQ_pcibex_log_eng_exposure_reading","LQ_pcibex_log_eng_exposure_tv","LQ_pcibex_log_eng_exposure_lab_self","LQ_pcibex_log_eng_foreign_accent","LQ_pcibex_log_eng_identified_non_native","LQ_pcibex_log_ita_age_began_acquiring","LQ_pcibex_log_ita_age_became_fluent","LQ_pcibex_log_ita_age_began_reading","LQ_pcibex_log_ita_age_became_fluent_reading","LQ_pcibex_log_ita_country_years","LQ_pcibex_log_ita_country_months","LQ_pcibex_log_ita_family_years","LQ_pcibex_log_ita_family_months","LQ_pcibex_log_ita_schoolwork_years","LQ_pcibex_log_ita_schoolwork_months","LQ_pcibex_log_ita_proficiency_speaking","LQ_pcibex_log_ita_proficiency_understanding","LQ_pcibex_log_ita_proficiency_reading","LQ_pcibex_log_ita_learning_friends","LQ_pcibex_log_ita_learning_self","LQ_pcibex_log_ita_learning_family","LQ_pcibex_log_ita_learning_tv","LQ_pcibex_log_ita_learning_reading","LQ_pcibex_log_ita_learning_radio","LQ_pcibex_log_ita_exposure_friends","LQ_pcibex_log_ita_exposure_radio_music","LQ_pcibex_log_ita_exposure_family","LQ_pcibex_log_ita_exposure_reading","LQ_pcibex_log_ita_exposure_tv","LQ_pcibex_log_ita_exposure_lab_self","LQ_pcibex_log_ita_foreign_accent","LQ_pcibex_log_ita_identified_non_native","LQ_disability_explanation","LQ_disability_options_vision","LQ_disability_options_hearing","LQ_disability_options_lang","LQ_disability_options_learn","LQ_disability_options","LQ_education_level"
26,"english","french","italian","","","english","french","italian","","","english","french","italian","","","85","10","5","","","english","french","italian","","","94","5","1","","","english","french","italian","","","90","9","1","","","canadian","10","","","","","","","","","15","","canada","","","","","","","0","5","4","7","20","10","20","10","15","0","10","10","10","10","5","6","5","8","4","10","10","10","10","10","10","1","0","19","20","19","20","0","0","0","0","0","0","4","6","5","0","10","0","0","5","0","0","0","0","2","0","10","0","0","","unchecked","unchecked","unchecked","unchecked","checked","Some College"
130,"English","Italian","French","","","Italian","English","French","","","English","Italian","French","-","-","33","34","33","0","0","English","Italian","French","0","0","50","30","20","0","0","English","Italian","French","","","40","50","10","","","Italian","8","French","8","British","7","Christian","7","","","10","","England","France","5","Italy","5","","","4","4","4","4","25","0","30","0","25","0","10","10","10","5","0","10","8","8","0","9","6","10","8","2","0","0","0","2","3","4","4","5","0","30","0","5","0","10","10","10","8","0","10","7","9","4","4","3","10","9","6","0","1","1","","unchecked","unchecked","unchecked","unchecked","checked","College"
85,"Eglish","Yoruba","Italian","","","English","Yoruba","Italian","","","English","Yoruba","Italian","","","80","15","5","","","English","Yoruba","Italian","","","100","0","0","","","English","Yoruba","Italian","","","70","25","5","","","Nigerian","10","Canadian","6","","","","","","","18","","Canada","","","","","","","0","5","4","7","32","5","32","5","26","5","10","10","10","10","10","10","10","10","10","8","10","7","10","10","10","5","7","26","32","29","32","0","0","0","0","0","0","7","6","9","0","10","0","6","4","0","0","0","0","4","10","10","10","10","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
57,"English","French","German","Italian","","English","French","German","italian","","English","French","German","Italian","","90","8","1","1","","English","French","German","Italian","","100","0","0","0","","English","French","german","italian","","90","5","3","2","","Canadian","10","","","","","","","","","18","","Canada","","","","","","","1","1","1","1","28","4","28","4","18","0","10","10","10","10","10","10","10","10","5","10","10","10","10","10","5","0","0","20","23","20","23","0","0","0","0","4","0","5","4","5","0","10","0","5","10","0","0","3","0","10","8","10","7","10","","unchecked","unchecked","unchecked","unchecked","checked","Some Graduate School"
167,"English","French","Italian","Newfinese","","English","French","Italian","Newfinese","","20","20","0","60","0","20","20","0","60","0","1","1","1","97","0","1","1","1","97","0","1","1","1","97","0","1","1","1","97","0","Newfoundlander","10","","","","","","","","","2","Trades/ Machine operator","Canada","","","","","","","2","2","7","4","31","10","31","10","31","10","9","10","10","7","7","10","3","10","2","0","7","2","10","2","10","7","9","13","0","13","0","0","0","0","0","0","0","2","1","2","0","5","0","5","9","0","0","0","0","9","0","9","0","0","","checked","checked","checked","checked","checked","College"
135,"English","Spanish","Italian","French","","English","Spanish","French","Italian","","English","French","Spanish","Italian","","80","10","5","5","","English","Spanish","French","Italian","","60","25","5","10","","English","Spanish","French","Italian","","75","25","0","0","","UK - British","10","","","","","","","","","20","","Canada","Canada","8","Spain","5","","","0","5","5","5","25","0","33","0","25","0","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","20","27","20","25","0","0","0","0","0","0","7","7","9","6","8","0","8","8","5","6","8","0","7","8","10","8","10","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
108,"English","Welsh","Italian","Spanish","French","English","Welsh","Spanish ","French","Italian","English ","Welsh","Italian","Spanish","French ","70","10","10","5","5","English","Welsh","French","Spanish","Italian","80","10","2","3","5","English","French","Welsh","Italian","Spanish","20","20","20","20","20","Welsh","10","British","8","Christian ","3","","","","","10","","Welsh","","","","","","","1","4","3","6","21","8","21","8","18","8","10","10","10","10","6","10","8","4","5","10","8","10","4","5","8","4","2","4","14","12","18","2","8","0","0","10","0","6","9","4","4","10","0","2","6","0","4","0","0","5","4","10","4","2","","unchecked","unchecked","unchecked","unchecked","checked","High School"
46,"English","French","Irish","Italian","German","English","Irish","French","Italian","German","English","Irish","French","Italian","German","60","10","20","10","0","English","Irish","French","Italian","German","90","0","10","0","0","English","Irish","French","Italian","German","50","40","5","5","0","Irish","10","Roman Catholic","4","","","","","","","18","","Ireland","France","2","Germany","1","","","0","1","3","6","27","0","20","0","17","0","10","10","10","10","0","10","7","10","4","10","7","10","8","9","0","0","0","18","20","18","19","0","0","0","0","0","0","5","6","8","5","9","0","2","5","0","5","2","0","5","2","4","5","10","","unchecked","unchecked","unchecked","unchecked","checked","College"
126,"English","French","Spanish","Italian","","English","French","Spanish","Italian","","English","French","Spanish","Italian","","82","15","2","1","","English","French","Spanish","Italian","","100","0","0","0","","English","French","Spanish","Italian","","99","1","0","0","","Canadian","10","British","4","Scottish","7","Acadian","3","","","17","","Canada","","","","","","","0","1","3","4","26","11","26","11","21","11","10","10","10","10","1","10","10","10","10","10","10","10","10","10","2","0","0","23","25","23","24","0","1","0","0","0","0","5","6","7","0","10","0","2","4","5","0","2","0","0","0","1","5","6","","unchecked","unchecked","unchecked","unchecked","checked","College"
190,"english","urdu","italian","","","English","urdu","italian","","","english","urdu","italian","hindi","french","50","40","10","0","0","english","urdu","italian","","","70","20","10","","","english","urdu","italian","","","50","10","40","","","england-british","7","pakistan-urdu","1","italy-italian","2","","","","","15","","England","italy","1","","","","","4","7","8","10","20","0","3","0","25","0","9","10","10","9","3","10","6","10","4","10","2","10","8","9","1","4","2","18","20","18","24","1","0","1","0","0","6","7","6","7","7","5","2","2","9","3","3","2","1","5","2","7","4","8","","unchecked","unchecked","unchecked","unchecked","checked","College"
38,"English ","French","Italian","","","English","French","Italian","","","English","French","Italian","","","100","0","0","","","English","French","Italian ","","","100","0","0","","","English","French","Italian","","","100","0","0","","","Canadian","8","West-indian","2","","","","","","","14","","Canada","","","","","","","0","4","7","7","22","0","22","0","22","0","10","10","10","10","10","10","10","10","5","10","10","10","10","10","10","0","0","20","22","20","21","0","0","0","0","2","0","7","7","5","0","10","0","4","2","6","0","4","0","5","2","10","10","10","","unchecked","unchecked","unchecked","unchecked","checked","High School"
33,"Italian","English","Spanish","","","Italian","English","Spanish","","","Italian","English","Spanish","","","65","30","5","","","Italian","English","Spanish","","","70","25","5","","","Italian","English","Spanish","","","75","20","5","","","Italian","10","European","7","Mediterranean","8","","","","","17","","Italy","Italy","8","","","","","8","19","9","20","1","6","0","0","10","0","8","9","9","7","4","2","8","8","6","6","8","2","7","8","3","4","5","0","5","6","9","30","0","30","0","22","0","10","10","10","10","1","10","8","8","7","10","8","10","8","8","1","0","0","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
176,"English","Urdu","Italian","","","English","Urdu","Italian","","","English","Urdu","Italian","","","85","13","2","","","English","Urdu","Italian","","","98","2","0","","","English","Urdu","Italian","","","90","8","2","","","British","10","","","","","","","","","24","","England","","","","","","","2","3","5","5","40","0","40","0","40","0","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","0","9","14","14","15","16","2","0","2","0","2","0","4","3","1","8","0","0","2","0","0","7","0","0","0","0","0","0","0","","unchecked","unchecked","unchecked","unchecked","checked","College"
68,"english","italy","","","","english","","","","","english","itlaly","","","","90","10","","","","english","italy","","","","90","10","","","","english","","","","","100","","","","","none","3","","","","","","","","","20","","canda","canada","3","","","","","1","10","10","10","26","0","26","0","20","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","6","3","25","25","25","25","0","0","0","0","1","0","0","0","1","1","1","1","0","1","0","0","0","0","1","0","0","0","0","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
90,"English","Italian","","","","English","Italian","","","","English","Italian","","","","90","10","","","","English","Italian","","","","90","10","","","","English","","","","","100","","","","","Black","10","","","","","","","","","8","","Canada","Canada ","6","","","","","1","4","5","10","46","5","46","5","40","5","8","6","7","8","7","8","10","10","6","9","7","9","10","9","6","6","8","20","22","24","30","1","3","1","3","2","2","3","4","3","5","5","4","5","4","6","4","5","3","5","7","7","4","4","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
28,"English","Spanish","","","","English","Spanish","","","","English","Spanish","","","","90","10","","","","English","","","","","100","","","","","English","","","","","100","","","","","Scottish","10","","","","","","","","","17","","Scotland","","","","","","","0","6","4","7","23","10","23","10","23","10","10","10","10","10","10","10","10","9","2","10","10","10","10","10","10","6","0","17","22","18","22","0","0","0","0","6","0","4","6","7","0","4","0","8","8","0","0","0","0","9","9","0","8","10","Aspergers syndrome%2C autism","unchecked","unchecked","unchecked","checked","checked","Some Graduate School"
181,"English ","Hindi ","Italian ","","","Hindi ","English ","Italian ","","","English ","Hindi","Italian","","","70","25","5","","","English","Hindi","Italian ","","","75","20","5","","","English ","Hindi ","Italian","","","60","35","5","","","Indian","10","Canadian","7","Italian ","2","","","","","18","","Canada","","","","","","","0","10","4","12","6","2","15","5","24","1","10","10","10","2","1","8","10","10","6","9","9","8","10","10","9","8","0","23","25","23","25","0","0","0","0","0","0","3","4","5","2","6","0","5","3","1","2","4","0","2","4","5","8","6","","unchecked","unchecked","unchecked","unchecked","checked","Some Graduate School"
50,"Turkish","english","spanish","italian","","turkish ","English ","spanish","italian","","English","Turkish ","spanish ","Italian ","","70","20","5","5","","English","Turkish","spanish","Italian ","","50","50","0","0","","English ","Turkish ","Spanish ","italian ","","50","50","0","0","","Turkish ","10","british ","2","","","","","","","13","","the uk","turkey ","17","england ","3","","","5","10","10","10","3","5","0","0","3","5","10","10","10","10","10","0","10","4","7","10","10","0","5","10","10","0","2","17","20","20","20","0","2","0","0","0","0","3","6","0","0","10","0","3","0","3","0","0","0","2","6","4","10","10","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
71,"English","Dutch","Chinese","","","Twil","English","","","","English","Dutch","Chinese","Twi","","50","5","20","25","","English","","","","","100","","","","","English","","","","","100","","","","","African","10","","","","","","","","","16","","United Kingdom","United Kingdom","5","","","","","2","7","7","10","26","0","26","0","17","0","10","10","10","9","9","9","7","8","9","8","7","7","10","7","10","3","3","24","25","25","25","0","0","0","0","0","0","1","1","1","4","3","4","5","4","4","5","4","2","5","3","2","0","3","","unchecked","unchecked","unchecked","unchecked","checked","College"
96,"English","Italian","","","","Italian","English","","","","English","Italian","","","","75","25","","","","English","Italian","","","","70","30","","","","English","Italian","","","","80","20","","","","Canadian","8","Asian","5","Italian","5","","","","","5","","Canada","Canada","26","","","","","3","4","4","4","26","2","26","2","19","2","10","10","10","9","0","7","9","7","9","5","7","7","8","9","2","2","1","3","4","4","4","0","0","26","0","0","0","3","6","5","0","2","6","0","2","0","5","4","6","3","8","2","5","7","","unchecked","unchecked","unchecked","unchecked","checked","Some Graduate School"
123,"English","Farsi","Dari","Azeri","","English","Farsi","Dari","Azeri","","English","Farsi","Dari","Azeri","","60","25","3","12","","English","Farsi","Dari","Azeri","","80","10","0","10","","English","Farsi","Dari","Azeri","","70","20","5","5","","Canadian ","7","Persian","8","Azeri","5","","","","","9","","Canada","United States","1","","","","","1","1","1","1","29","6","29","6","27","0","10","10","10","8","8","5","9","9","3","9","7","3","10","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","","unchecked","unchecked","unchecked","unchecked","checked","Ph.D./M.D./J.D."
9,"English ","Arabic ","French ","","","English ","French ","Arabic ","","","English ","Arabic ","French ","","","50","25","25","","","English ","Arabic ","French ","","","60","25","15","","","English ","Arabic ","French ","","","70","20","10","","","African ","9","","","","","","","","","17","","United Kingdom ","","","","","","","2","6","3","6","24","0","24","0","17","0","9","10","10","10","10","10","10","10","10","10","10","9","10","10","10","5","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
84,"English","Spanish","Italian","","","English","Spanish","Italian","","","English","Spanish","Italian","Portuguese","French","97","2","1","0","0","English","Spanish","Italian","","","90","6","4","","","English","Spanish","Italian","","","98","1","1","","","UK","10","Chinese","0","US-American","0","Jewish","0","Italian","3","5","","England","","","","","","","0","0","4","4","55","5","55","5","50","0","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","40","45","41","42","0","0","0","0","0","0","6","9","9","0","10","0","9","10","8","0","6","0","5","1","9","5","8","I wear glasses%2C it asked me to choose at least one","checked","unchecked","unchecked","unchecked","checked","Some Graduate School"
73,"English","Arabic","","","","English","Arabic","","","","English","Arabic","","","","90","10","","","","English","Arabic","","","","90","10","","","","English","Arabic","","","","90","10","","","","English","10","Arab","6","","","","","","","15","","United Kingdom","","","","","","","3","7","4","7","18","1","18","1","18","1","2","2","3","1","4","3","6","7","7","5","2","4","4","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N/a","unchecked","unchecked","unchecked","unchecked","checked","High School"
1,"English","Italian","","","","English","Italian","","","","English","Italian","","","","80","20","","","","English","Italian","","","","80","20","","","","English","Italian","","","","80","20","","","","Black British","9","","","","","","","","","16","","United Kingdom","","","","","","","1","2","3","2","1","0","20","0","12","9","10","10","10","7","10","9","8","10","10","10","10","10","10","10","10","10","2","15","20","20","18","5","0","5","0","5","0","7","7","7","2","2","2","2","2","2","2","2","2","2","2","2","1","9","","unchecked","unchecked","unchecked","unchecked","checked","Some Graduate School"
171,"English ","Italian","Spanish","","","English","Italian","Spanish","","","English","Italian","Spanish","","","70","20","10","","","English","Italian","Spanish","","","80","10","10","","","English","Italian","Spanish","","","90","5","5","","","Jewish","3","Chinese","3","Canadian","4","","","","","12","","Canada","UNITED STATE OF AMERICA","4","","","","","3","10","10","13","4","0","27","0","7","0","9","9","9","10","10","10","10","10","10","9","9","9","10","10","10","8","7","15","20","23","25","5","0","2","0","4","0","7","7","7","7","8","7","6","6","7","6","7","7","8","7","8","8","6","","unchecked","unchecked","unchecked","unchecked","checked","Some Graduate School"
150,"English","Mandarin","Italian","","","Mandarin","Italian","English","","","Mandarin","English","Italian","","","10","80","10","","","Mandarin","English","Italian","","","0","100","0","","","Mandarin","English","Italian","","","0","100","0","","","Chinese","10","Italian","7","","","","","","","16","","Canada","Canada","23","","","","","3","5","5","7","23","4","23","4","23","4","10","10","10","10","5","10","7","10","6","10","0","4","10","8","3","0","0","8","9","10","11","0","0","23","4","0","0","6","8","2","0","0","7","0","0","0","0","0","8","0","0","0","0","0","","unchecked","unchecked","unchecked","unchecked","checked","College"
100,"English","French","Italian","German","","English","French","Italian","German","","English","French","Italian","German","","40","20","20","20","","English","French","Italian","German","","40","20","20","20","","English","French","Italian","German","","40","20","20","20","","Black American","8","","","","","","","","","23","","Canada","","","","","","","5","5","5","5","24","0","24","0","24","0","10","10","10","10","0","10","10","10","10","10","6","9","2","8","0","7","6","18","18","18","18","5","0","5","0","5","0","6","8","9","8","5","8","10","4","2","2","6","7","2","3","7","6","2","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
177,"English","Italia","nil","nil","nil","English","Italia","nil","nil","nil","English","Italia","nil","nil","nil","70","30","0","0","0","English","Italia","nil","nil","nil","70","30","0","0","0","English","Italia","nil","nil","nil","70","30","0","0","0","Canada-Italian","10","nil","0","nil","0","nil","0","nil","0","21","","Canada","italy","2","","","","","2","10","6","11","41","0","41","0","21","0","10","10","10","10","10","6","5","10","7","6","7","5","10","10","10","10","10","25","30","30","30","2","0","2","0","2","0","4","6","5","4","4","4","4","4","4","2","4","6","2","2","3","5","7","","unchecked","unchecked","unchecked","unchecked","checked","Some College"
18,"English ","Cantonese","French","Italian ","","Cantonese","English","French","Italian","","English ","French ","Cantonese","Italian","","70","15","10","5","","English","French","Cantonese","Italian","","70","15","0","15","","English","French","Cantonese","Italian","","80","0","20","0","","Canadian ","10","Chinese","6","","","","","","","16","","Canada","None","0","None","0","None","0","4","6","4","7","35","4","35","3","30","4","9","10","8","10","0","7","8","10","0","10","10","8","10","10","0","10","9","25","35","25","35","0","0","0","0","0","0","4","4","5","0","10","0","4","10","0","0","4","0","4","3","8","0","0","Wear glasses%0AADHD%0A","unchecked","unchecked","unchecked","unchecked","checked","College"
183,"italian%2C","english","spanish","french","german","italian","english","spanish","french","german","italian","english","spanish","french","german","60","40","0","0","0","Italian","English","spanish","french","german","60","40","0","0","0","Italian","English","spanish","french","german","50","50","0","0","0","Italian","10","canadian","8","spanish","0","french","0","german","0","18","","Canada","","","","","","","1","3","4","6","30","1","25","0","18","0","10","10","10","10","10","10","9","10","8","10","10","10","9","9","10","9","10","3","5","7","10","2","11","2","2","1","2","9","8","9","8","9","7","10","9","9","9","8","9","9","9","9","8","10","i have none","unchecked","unchecked","unchecked","unchecked","checked","Masters"
5,"english","italian","french","","","english","french","italian","","","english","italian","french","","","80","15","5","","","english","italian","french","","","45","45","10","","","english","italian","french","","","50","50","0","","","English (British)","10","English (canadian)","3","","","","","","","17","","Canada","Italy","10","Canada","1","","","1","1","5","7","40","0","53","0","17","0","10","10","10","10","0","10","6","10","7","10","6","10","6","10","0","0","0","18","40","40","45","10","0","0","0","3","0","8","8","10","10","10","0","6","10","8","8","8","0","10","6","8","10","8","","unchecked","unchecked","unchecked","unchecked","checked","College"
103,"English ","Spanish ","Italian ","","","English ","Spanish ","Italian ","","","English ","Spanish ","Italian ","","","70","25","5","","","English ","Spanish ","Italian ","","","100","0","0","","","English ","Spanish ","Italian","","","80","15","5","","","Canadian ","9","","","","","","","","","6","","Canada","","","","","","","2","6","4","6","26","0","26","0","26","0","10","10","9","10","0","10","10","10","4","10","6","10","10","8","0","8","2","15","18","15","18","0","0","0","0","0","0","5","6","5","0","10","0","2","5","0","0","0","0","5","0","10","10","10","","unchecked","unchecked","unchecked","unchecked","checked","College"
23,"Turkish ","French ","Spanish ","","","English ","Hausa","","","","English ","French ","Hausa ","","","50","25","25","","","English ","French ","Hausa ","","","60","20","20","","","English ","","","","","100","","","","","Hausa","10","","","","","","","","","12","","United Kingdom ","","","","","","","3","3","3","3","15","10","15","10","15","10","10","10","10","10","7","9","10","10","5","10","5","9","10","10","7","10","10","0","0","0","0","0","0","0","0","0","0","10","10","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","unchecked","unchecked","unchecked","unchecked","checked","College"
209,"English","French","Spanish","Italian","Tagalog","English","Tagalog","French","Spanish","Italian","English","French","Spanish","Italian","Tagalog","70","20","5","1","4","English","French","Spanish","Italian","Tagalog","80","10","8","2","0","English","French","Spanish","Italian","Tagalog","90","8","1","1","0","Anglophone Canadian (General Culture)","10","French Canadian (General Culture)","8","Wasian (Ethnic-based Culture)","9","French Canadian (Ethnic-based Culture)","5","Filipino-Chinese (Ethnic-based Culture)","4","16","","Canada","","","","","","","0","1","1","3","21","0","22","4","16","0","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","19","20","19","19","0","0","3","0","0","0","3","9","10","10","4","2","6","7","0","3","6","0","8","2","8","8","10","","unchecked","unchecked","unchecked","unchecked","checked","Some College"
186,"english","french","spanish","","","english","french","spanish","","","english","french","spanish","","","80","19","1","","","english","french","spanish","","","80","19","1","","","english","french","spanish","","","85","14","1","","","canadian","10","","","","","","","","","12","","Canada","","","","","","","3","3","3","3","39","0","39","0","12","0","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","39","39","39","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","","unchecked","unchecked","unchecked","unchecked","checked","Some College"
17,"English","Hindi","Marathi","Malayalam","","Malayalam","Hindi","Marathi","English","","English","Hindi","Marathi","Malayalam","","50","30","15","5","","English","Hindi","Marathi","Malayalam","","50","30","15","5","","English","Hindi","Marathi","Malayalam","","50","30","15","5","","India","10","","","","","","","","","17","","Canada","","","","","","","5","10","6","11","1","0","25","0","17","0","5","8","10","4","6","7","4","10","0","6","10","6","10","10","10","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
6,"English","French","Italian","","","English","French","Italian","","","English","French","Italian","","","70","20","10","","","English","French","Italian","","","60","30","10","","","English","French","Italian","","","70","20","10","","","English","9","","","","","","","","","15","","Canada","","","","","","","3","5","6","6","24","5","24","5","12","7","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","9","16","18","17","18","3","5","2","7","1","3","6","7","6","5","6","4","7","5","4","5","6","7","4","5","7","8","4","","unchecked","unchecked","unchecked","unchecked","checked","High School"
54,"English","","","","","English","","","","","English","","","","","100","","","","","English","","","","","100","","","","","English","","","","","100","","","","","British","10","","","","","","","","","12","","UK","","","","","","","3","4","3","5","29","0","29","0","29","0","0","0","0","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0","0","0","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","","unchecked","unchecked","unchecked","unchecked","checked","College"
182,"English","Punjabi","French","Spanish","Japanese","English","Punjabi","French","Spanish","Japanese","English","Punjabi","French","Spanish","Japanese","70","20","1","1","8","English","Punjabi","French","Spanish","Japanese","100","0","0","0","0","English","Punjabi","French","Spanish","Japanese","90","5","0","0","5","British Indian","10","","","","","","","","","22","","United Kingdom","","","","","","","1","5","5","5","31","0","31","0","31","0","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","","unchecked","unchecked","unchecked","unchecked","checked","College"
194,"English","Hindi","French","Italian","","English","Hindi","French ","Italian","","English","Hindi","French","Italian","","90","5","3","2","","English","Hindi","French","Italian","","100","0","0","0","","English","Hindi","French","Italian","","100","0","0","0","","Canadian","10","Indian","8","","","","","","","2","","Canada","","","","","","","3","5","5","10","31","5","31","5","31","5","10","9","10","3","5","8","10","6","4","10","10","10","10","10","10","1","2","25","0","25","0","0","1","0","1","0","1","2","1","3","0","10","0","0","5","0","0","0","0","5","0","10","10","9","","unchecked","unchecked","unchecked","unchecked","checked","Some College"
94,"English","Italian","","","","English","Italian","","","","English","Italian","","","","98","2","","","","English","italian","","","","99","1","","","","English","italian","","","","100","0","","","","Canadian","10","","","","","","","","","17","","canada","None","0","","","","","1","5","3","12","30","5","30","5","25","4","9","9","9","8","5","10","6","9","4","9","8","10","10","8","8","0","2","27","0","29","0","0","0","0","0","0","0","1","1","1","1","4","0","8","1","0","3","2","0","3","6","1","1","10","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
156,"Italian ","English ","French","","","Italian ","English ","French","","","Italian","English ","French ","","","40","40","20","","","English ","Italian ","French ","","","50","40","10","","","Italian ","English ","French","","","40","50","10","","","Italian ","8","","","","","","","","","16","","Canada","Canada","10","","","","","10","15","15","15","10","0","30","0","20","0","10","10","10","5","5","7","8","8","8","10","10","10","10","10","8","6","7","2","5","10","10","15","0","25","0","15","0","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","6","7","","unchecked","unchecked","unchecked","unchecked","checked","College"
110,"English ","French","Italian ","Greek ","Spanish ","Greek","Italian","English ","French ","Spanish","English ","French ","Greek ","Spanish ","Italian","20","20","30","10","20","English","French","Greek ","Italian","Spanish","30","20","20","20","10","English","French ","Spanish","Greek","Italian","20","20","20","20","20","Greek orthodox ","10","","","","","","","","","15","","Canada ","","","","","","","3","10","6","11","30","2","30","3","30","3","10","10","10","8","6","8","9","8","8","7","7","7","8","7","6","8","7","2","6","8","15","30","2","30","6","30","3","8","8","8","7","5","6","4","7","6","8","7","8","7","8","7","7","6","","unchecked","unchecked","unchecked","unchecked","checked","College"
